at;content;cleaning;case_folding;hasil_normalisasi;tokenize;stopword removal;steming_data;stemming;Score;Sentiment
2025-12-19 16:00:28;setelah diupdate, malah ga bisa log in terus dengan alasan permintaan tidak valid;setelah diupdate malah ga bisa log in terus dengan alasan permintaan tidak valid;setelah diupdate malah ga bisa log in terus dengan alasan permintaan tidak valid;setelah diupdate malah tidak bisa log ini terus dengan alasan permintaan tidak valid;['setelah', 'diupdate', 'malah', 'tidak', 'bisa', 'log', 'ini', 'terus', 'dengan', 'alasan', 'permintaan', 'tidak', 'valid'];['diupdate', 'log', 'alasan', 'permintaan', 'valid'];diupdate log alas minta valid;diupdate log alas minta valid;2.0;Positif
2025-12-19 07:49:41;kalau mau buka / masuk jgn pakai email cukup pakai no hp saja👍;kalau mau buka masuk jgn pakai email cukup pakai no hp saja;kalau mau buka masuk jgn pakai email cukup pakai no hp saja;kalau mau buka masuk jangan pakai email cukup pakai no hp saja;['kalau', 'mau', 'buka', 'masuk', 'jangan', 'pakai', 'email', 'cukup', 'pakai', 'no', 'hp', 'saja'];['buka', 'masuk', 'pakai', 'email', 'pakai', 'no', 'hp'];buka masuk pakai email pakai no hp;buka masuk pakai email pakai no hp;0.0;Netral
2025-12-19 06:52:49;aplikasi sering ERROR dan ga bisa login.;aplikasi sering ERROR dan ga bisa login;aplikasi sering error dan ga bisa login;aplikasi sering error dan tidak bisa login;['aplikasi', 'sering', 'error', 'dan', 'tidak', 'bisa', 'login'];['aplikasi', 'error', 'login'];aplikasi error login;aplikasi error login;-9.0;Negatif
2025-12-19 02:41:56;tidak bisa bukak verifikasi satu sehat agak kesel;tidak bisa bukak verifikasi satu sehat agak kesel;tidak bisa bukak verifikasi satu sehat agak kesel;tidak bisa buka verifikasi satu sehat agak kesel;['tidak', 'bisa', 'buka', 'verifikasi', 'satu', 'sehat', 'agak', 'kesel'];['buka', 'verifikasi', 'sehat', 'kesel'];buka verifikasi sehat kesel;buka verifikasi sehat kesel;2.0;Positif
2025-12-18 14:24:07;Semoga tidak hanya sekedar Aplikasi, namun benar benar dapat menjadi dasar terjaminnya kesehatan dan kemaslahatan masyarakat Indonesia;Semoga tidak hanya sekedar Aplikasi namun benar benar dapat menjadi dasar terjaminnya kesehatan dan kemaslahatan masyarakat Indonesia;semoga tidak hanya sekedar aplikasi namun benar benar dapat menjadi dasar terjaminnya kesehatan dan kemaslahatan masyarakat indonesia;semoga tidak hanya sekedar aplikasi namun benar benar dapat menjadi dasar terjaminnya kesehatan dan kemaslahatan masyarakat indonesia;['semoga', 'tidak', 'hanya', 'sekedar', 'aplikasi', 'namun', 'benar', 'benar', 'dapat', 'menjadi', 'dasar', 'terjaminnya', 'kesehatan', 'dan', 'kemaslahatan', 'masyarakat', 'indonesia'];['semoga', 'sekedar', 'aplikasi', 'dasar', 'terjaminnya', 'kesehatan', 'kemaslahatan', 'masyarakat', 'indonesia'];moga dar aplikasi dasar jamin sehat maslahat masyarakat indonesia;moga dar aplikasi dasar jamin sehat maslahat masyarakat indonesia;-1.0;Negatif
2025-12-18 04:09:45;cape banget pake aplikasi begini. mau akses malah login ulang, udah masukin password malah salah, klik lupa password buat password ulang, pas masukin password yg baru malah permintaan salah lah. konyol;cape banget pake aplikasi begini mau akses malah login ulang udah masukin password malah salah klik lupa password buat password ulang pas masukin password yg baru malah permintaan salah lah konyol;cape banget pake aplikasi begini mau akses malah login ulang udah masukin password malah salah klik lupa password buat password ulang pas masukin password yg baru malah permintaan salah lah konyol;capek banget pakai aplikasi begini mau akses malah login ulang sudah memasuki password malah salah klik lupa password buat password ulang pas memasuki password yang baru malah permintaan salah lah konyol;['capek', 'banget', 'pakai', 'aplikasi', 'begini', 'mau', 'akses', 'malah', 'login', 'ulang', 'sudah', 'memasuki', 'password', 'malah', 'salah', 'klik', 'lupa', 'password', 'buat', 'password', 'ulang', 'pas', 'memasuki', 'password', 'yang', 'baru', 'malah', 'permintaan', 'salah', 'lah', 'konyol'];['capek', 'banget', 'pakai', 'aplikasi', 'akses', 'login', 'ulang', 'memasuki', 'password', 'salah', 'klik', 'lupa', 'password', 'password', 'ulang', 'pas', 'memasuki', 'password', 'permintaan', 'salah', 'konyol'];capek banget pakai aplikasi akses login ulang pasuk password salah klik lupa password password ulang pas pasuk password minta salah konyol;capek banget pakai aplikasi akses login ulang pasuk password salah klik lupa password password ulang pas pasuk password minta salah konyol;2.0;Positif
2025-12-18 02:20:26;sampah banget ini apk pemerintahan . waktu di vaksin maksa harus.. sekalinya nyari kerja harus pake kartu vaksin. sekarang apk nya aja ga bisa dibuka setiap verifikasi nomor di email. permintaan tidak valid terus!! tolong dong jangan dibkorup terus duit nya.;sampah banget ini apk pemerintahan waktu di vaksin maksa harus sekalinya nyari kerja harus pake kartu vaksin sekarang apk nya aja ga bisa dibuka setiap verifikasi nomor di email permintaan tidak valid terus tolong dong jangan dibkorup terus duit nya;sampah banget ini apk pemerintahan waktu di vaksin maksa harus sekalinya nyari kerja harus pake kartu vaksin sekarang apk nya aja ga bisa dibuka setiap verifikasi nomor di email permintaan tidak valid terus tolong dong jangan dibkorup terus duit nya;sampah banget ini apk pemerintahan waktu di vaksin maksa harus sekalinya mencari kerja harus pakai kartu vaksin sekarang apk ya saja tidak bisa dibuka setiap verifikasi nomor di email permintaan tidak valid terus tolong dong jangan dibkorup terus duit ya;['sampah', 'banget', 'ini', 'apk', 'pemerintahan', 'waktu', 'di', 'vaksin', 'maksa', 'harus', 'sekalinya', 'mencari', 'kerja', 'harus', 'pakai', 'kartu', 'vaksin', 'sekarang', 'apk', 'ya', 'saja', 'tidak', 'bisa', 'dibuka', 'setiap', 'verifikasi', 'nomor', 'di', 'email', 'permintaan', 'tidak', 'valid', 'terus', 'tolong', 'dong', 'jangan', 'dibkorup', 'terus', 'duit', 'ya'];['sampah', 'banget', 'apk', 'pemerintahan', 'vaksin', 'maksa', 'sekalinya', 'mencari', 'kerja', 'pakai', 'kartu', 'vaksin', 'apk', 'ya', 'dibuka', 'verifikasi', 'nomor', 'email', 'permintaan', 'valid', 'tolong', 'dibkorup', 'duit', 'ya'];sampah banget apk perintah vaksin maksa sekali cari kerja pakai kartu vaksin apk ya buka verifikasi nomor email minta valid tolong dibkorup duit ya;sampah banget apk perintah vaksin maksa sekali cari kerja pakai kartu vaksin apk ya buka verifikasi nomor email minta valid tolong dibkorup duit ya;6.0;Positif
2025-12-17 13:17:49;susah;susah;susah;susah;['susah'];['susah'];susah;susah;-3.0;Negatif
2025-12-17 11:18:55;sekelas negara kok bisa bikin apk modelan kek gini, gjelas;sekelas negara kok bisa bikin apk modelan kek gini gjelas;sekelas negara kok bisa bikin apk modelan kek gini gjelas;sekelas negara kok bisa bikin apk modelan kayak begini gjelas;['sekelas', 'negara', 'kok', 'bisa', 'bikin', 'apk', 'modelan', 'kayak', 'begini', 'gjelas'];['sekelas', 'negara', 'bikin', 'apk', 'modelan', 'kayak', 'gjelas'];kelas negara bikin apk model kayak gjelas;kelas negara bikin apk model kayak gjelas;-3.0;Negatif
2025-12-17 04:39:40;setelah memasukan PIN aplikasi tertutup sendiri;setelah memasukan PIN aplikasi tertutup sendiri;setelah memasukan pin aplikasi tertutup sendiri;setelah memasukan pin aplikasi tertutup sendiri;['setelah', 'memasukan', 'pin', 'aplikasi', 'tertutup', 'sendiri'];['memasukan', 'pin', 'aplikasi', 'tertutup'];pasu pin aplikasi tutup;pasu pin aplikasi tutup;-6.0;Negatif
2025-12-17 03:40:02;good;good;good;good;['good'];['good'];good;good;5.0;Positif
2025-12-16 21:25:27;Baik. Benar. Manfaat.;Baik Benar Manfaat;baik benar manfaat;baik benar manfaat;['baik', 'benar', 'manfaat'];['manfaat'];manfaat;manfaat;5.0;Positif
2025-12-16 17:32:54;jdi kaya gini,banyak diubah ubah jdi gk kaya dulu,liat surat sertifikat paksin yang kemarin juga udh gk ada.;jdi kaya ginibanyak diubah ubah jdi gk kaya dululiat surat sertifikat paksin yang kemarin juga udh gk ada;jdi kaya ginibanyak diubah ubah jdi gk kaya dululiat surat sertifikat paksin yang kemarin juga udh gk ada;jadi kayak ginibanyak diubah ubah jadi tidak kayak dululiat surat sertifikat paksin yang kemarin juga sudah tidak ada;['jadi', 'kayak', 'ginibanyak', 'diubah', 'ubah', 'jadi', 'tidak', 'kayak', 'dululiat', 'surat', 'sertifikat', 'paksin', 'yang', 'kemarin', 'juga', 'sudah', 'tidak', 'ada'];['kayak', 'ginibanyak', 'diubah', 'ubah', 'kayak', 'dululiat', 'surat', 'sertifikat', 'paksin', 'kemarin'];kayak ginibanyak ubah ubah kayak dululiat surat sertifikat paksin kemarin;kayak ginibanyak ubah ubah kayak dululiat surat sertifikat paksin kemarin;-6.0;Negatif
2025-12-16 02:53:09;sudah punya akun. gak bisa masuk, sudah ganti pin masih tidak bisa masuk. pakek metode masuk dengan IKD masih tetep gak biasa masuk. pakek lupa akun juga gak bisa. pakek daftar ulang juga gak bisa.;sudah punya akun gak bisa masuk sudah ganti pin masih tidak bisa masuk pakek metode masuk dengan IKD masih tetep gak biasa masuk pakek lupa akun juga gak bisa pakek daftar ulang juga gak bisa;sudah punya akun gak bisa masuk sudah ganti pin masih tidak bisa masuk pakek metode masuk dengan ikd masih tetep gak biasa masuk pakek lupa akun juga gak bisa pakek daftar ulang juga gak bisa;sudah punya akun tidak bisa masuk sudah ganti pin masih tidak bisa masuk pakai metode masuk dengan ikd masih tetap tidak biasa masuk pakai lupa akun juga tidak bisa pakai daftar ulang juga tidak bisa;['sudah', 'punya', 'akun', 'tidak', 'bisa', 'masuk', 'sudah', 'ganti', 'pin', 'masih', 'tidak', 'bisa', 'masuk', 'pakai', 'metode', 'masuk', 'dengan', 'ikd', 'masih', 'tetap', 'tidak', 'biasa', 'masuk', 'pakai', 'lupa', 'akun', 'juga', 'tidak', 'bisa', 'pakai', 'daftar', 'ulang', 'juga', 'tidak', 'bisa'];['akun', 'masuk', 'ganti', 'pin', 'masuk', 'pakai', 'metode', 'masuk', 'ikd', 'masuk', 'pakai', 'lupa', 'akun', 'pakai', 'daftar', 'ulang'];akun masuk ganti pin masuk pakai metode masuk ikd masuk pakai lupa akun pakai daftar ulang;akun masuk ganti pin masuk pakai metode masuk ikd masuk pakai lupa akun pakai daftar ulang;-12.0;Negatif
2025-12-16 02:36:51;udah uninstall tetep gabisa masuk kenapa ya;udah uninstall tetep gabisa masuk kenapa ya;udah uninstall tetep gabisa masuk kenapa ya;sudah uninstall tetap tidak bisa masuk kenapa ya;['sudah', 'uninstall', 'tetap', 'tidak', 'bisa', 'masuk', 'kenapa', 'ya'];['uninstall', 'masuk', 'ya'];uninstall masuk ya;uninstall masuk ya;1.0;Positif
2025-12-16 01:51:16;top;top;top;top;['top'];['top'];top;top;5.0;Positif
2025-12-15 12:29:21;pernah denger kalo apk ini data diri masyarakat prnh bocor,semoga kedepannya tolong untuk diamankan lagi data2 penting milik masyarakat,takutnya digunakan utk hal yg buruk,tolong untuk menjaga privasi data kami semua masyarakat yg sudah pakai akun ini 🙏🙏🙏minta tolong banget min;pernah denger kalo apk ini data diri masyarakat prnh bocorsemoga kedepannya tolong untuk diamankan lagi data penting milik masyarakattakutnya digunakan utk hal yg buruktolong untuk menjaga privasi data kami semua masyarakat yg sudah pakai akun ini minta tolong banget min;pernah denger kalo apk ini data diri masyarakat prnh bocorsemoga kedepannya tolong untuk diamankan lagi data penting milik masyarakattakutnya digunakan utk hal yg buruktolong untuk menjaga privasi data kami semua masyarakat yg sudah pakai akun ini minta tolong banget min;pernah dengar kalau apk ini data diri masyarakat pernah bocorsemoga kedepannya tolong untuk diamankan lagi data penting milik masyarakattakutnya digunakan untuk hal yang buruktolong untuk menjaga privasi data kami semua masyarakat yang sudah pakai akun ini meminta tolong banget min;['pernah', 'dengar', 'kalau', 'apk', 'ini', 'data', 'diri', 'masyarakat', 'pernah', 'bocorsemoga', 'kedepannya', 'tolong', 'untuk', 'diamankan', 'lagi', 'data', 'penting', 'milik', 'masyarakattakutnya', 'digunakan', 'untuk', 'hal', 'yang', 'buruktolong', 'untuk', 'menjaga', 'privasi', 'data', 'kami', 'semua', 'masyarakat', 'yang', 'sudah', 'pakai', 'akun', 'ini', 'meminta', 'tolong', 'banget', 'min'];['dengar', 'apk', 'data', 'masyarakat', 'bocorsemoga', 'kedepannya', 'tolong', 'diamankan', 'data', 'milik', 'masyarakattakutnya', 'buruktolong', 'menjaga', 'privasi', 'data', 'masyarakat', 'pakai', 'akun', 'tolong', 'banget', 'min'];dengar apk data masyarakat bocorsemoga depan tolong aman data milik masyarakattakutnya buruktolong jaga privasi data masyarakat pakai akun tolong banget min;dengar apk data masyarakat bocorsemoga depan tolong aman data milik masyarakattakutnya buruktolong jaga privasi data masyarakat pakai akun tolong banget min;3.0;Positif
2025-12-15 08:08:06;saya ga merasa daftar tetapi kenapa mendapatkan WA dari kemenkes bahwa saya telah melakukan tes kesehatan gratis dan hasilnya pun tidak sesuai tolong dong jangan asal isi atau daftarkan lebih diperhatikan lagi Aplikasi nya agar tidak terjadi kebocoran data;saya ga merasa daftar tetapi kenapa mendapatkan WA dari kemenkes bahwa saya telah melakukan tes kesehatan gratis dan hasilnya pun tidak sesuai tolong dong jangan asal isi atau daftarkan lebih diperhatikan lagi Aplikasi nya agar tidak terjadi kebocoran data;saya ga merasa daftar tetapi kenapa mendapatkan wa dari kemenkes bahwa saya telah melakukan tes kesehatan gratis dan hasilnya pun tidak sesuai tolong dong jangan asal isi atau daftarkan lebih diperhatikan lagi aplikasi nya agar tidak terjadi kebocoran data;saya tidak merasa daftar tetapi kenapa mendapatkan wa dari kemenkes bahwa saya telah melakukan tes kesehatan gratis dan hasilnya pun tidak sesuai tolong dong jangan asal isi atau daftarkan lebih diperhatikan lagi aplikasi ya agar tidak terjadi kebocoran data;['saya', 'tidak', 'merasa', 'daftar', 'tetapi', 'kenapa', 'mendapatkan', 'wa', 'dari', 'kemenkes', 'bahwa', 'saya', 'telah', 'melakukan', 'tes', 'kesehatan', 'gratis', 'dan', 'hasilnya', 'pun', 'tidak', 'sesuai', 'tolong', 'dong', 'jangan', 'asal', 'isi', 'atau', 'daftarkan', 'lebih', 'diperhatikan', 'lagi', 'aplikasi', 'ya', 'agar', 'tidak', 'terjadi', 'kebocoran', 'data'];['daftar', 'wa', 'kemenkes', 'tes', 'kesehatan', 'gratis', 'hasilnya', 'sesuai', 'tolong', 'isi', 'daftarkan', 'diperhatikan', 'aplikasi', 'ya', 'kebocoran', 'data'];daftar wa kemenkes tes sehat gratis hasil sesuai tolong isi daftar perhati aplikasi ya bocor data;daftar wa kemenkes tes sehat gratis hasil sesuai tolong isi daftar perhati aplikasi ya bocor data;14.0;Positif
2025-12-15 03:53:15;ini jenjang pendidikannya gabisa dipencet ga bisa diiisi samsek, jd gabisa ngisi data lengkap, udah di coba berkali2 di refresh juga gabisa2, tolong diperbaiki segera.;ini jenjang pendidikannya gabisa dipencet ga bisa diisi samsek jd gabisa ngisi data lengkap udah di coba berkali di refresh juga gabisa tolong diperbaiki segera;ini jenjang pendidikannya gabisa dipencet ga bisa diisi samsek jd gabisa ngisi data lengkap udah di coba berkali di refresh juga gabisa tolong diperbaiki segera;ini jenjang pendidikannya tidak bisa dipencet tidak bisa diisi samsek jadi tidak bisa ngisi data lengkap sudah di coba berkali di refresh juga tidak bisa tolong diperbaiki segera;['ini', 'jenjang', 'pendidikannya', 'tidak', 'bisa', 'dipencet', 'tidak', 'bisa', 'diisi', 'samsek', 'jadi', 'tidak', 'bisa', 'ngisi', 'data', 'lengkap', 'sudah', 'di', 'coba', 'berkali', 'di', 'refresh', 'juga', 'tidak', 'bisa', 'tolong', 'diperbaiki', 'segera'];['jenjang', 'pendidikannya', 'dipencet', 'diisi', 'samsek', 'ngisi', 'data', 'lengkap', 'coba', 'berkali', 'refresh', 'tolong', 'diperbaiki'];jenjang didik pencet isi samsek ngisi data lengkap coba kali refresh tolong baik;jenjang didik pencet isi samsek ngisi data lengkap coba kali refresh tolong baik;12.0;Positif
2025-12-14 11:34:21;bagus;bagus;bagus;bagus;['bagus'];['bagus'];bagus;bagus;2.0;Positif
2025-12-14 05:55:09;parah tidak bisa login;parah tidak bisa login;parah tidak bisa login;parah tidak bisa login;['parah', 'tidak', 'bisa', 'login'];['parah', 'login'];parah login;parah login;-5.0;Negatif
2025-12-14 04:01:40;susah bgt buat verifikasi data. minta no tlfn udh diisi tp ttp aja g ditemukan. pertma daftar isi ttl masa g bisa diverifkasi jg ttlnya. capek bgt. buat apa bikin beginian tp bolak balik ngisi data diri salah mulu;susah bgt buat verifikasi data minta no tlfn udh diisi tp ttp aja g ditemukan pertma daftar isi ttl masa g bisa diverifkasi jg ttlnya capek bgt buat apa bikin beginian tp bolak balik ngisi data diri salah mulu;susah bgt buat verifikasi data minta no tlfn udh diisi tp ttp aja g ditemukan pertma daftar isi ttl masa g bisa diverifkasi jg ttlnya capek bgt buat apa bikin beginian tp bolak balik ngisi data diri salah mulu;susah banget buat verifikasi data meminta no tlfn sudah diisi tapi tetap saja tidak ditemukan pertama daftar isi ttl masa tidak bisa diverifkasi juga ttlnya capek banget buat apa bikin beginian tapi bolak balik ngisi data diri salah mulu;['susah', 'banget', 'buat', 'verifikasi', 'data', 'meminta', 'no', 'tlfn', 'sudah', 'diisi', 'tapi', 'tetap', 'saja', 'tidak', 'ditemukan', 'pertama', 'daftar', 'isi', 'ttl', 'masa', 'tidak', 'bisa', 'diverifkasi', 'juga', 'ttlnya', 'capek', 'banget', 'buat', 'apa', 'bikin', 'beginian', 'tapi', 'bolak', 'balik', 'ngisi', 'data', 'diri', 'salah', 'mulu'];['susah', 'banget', 'verifikasi', 'data', 'no', 'tlfn', 'diisi', 'ditemukan', 'daftar', 'isi', 'ttl', 'diverifkasi', 'ttlnya', 'capek', 'banget', 'bikin', 'bolak', 'ngisi', 'data', 'salah', 'mulu'];susah banget verifikasi data no tlfn isi temu daftar isi ttl diverifkasi ttlnya capek banget bikin bolak ngisi data salah mulu;susah banget verifikasi data no tlfn isi temu daftar isi ttl diverifkasi ttlnya capek banget bikin bolak ngisi data salah mulu;2.0;Positif
2025-12-13 10:50:15;SUDAH MENGISI LINK YANG DI KASI SAMPAI SAAT INI BELUM ADA TINDAKAN SAMA SEKALI? BAGAIMANA INI? TIDAK ADA SOLUSI SAMA SEKALI;SUDAH MENGISI LINK YANG DI KASI SAMPAI SAAT INI BELUM ADA TINDAKAN SAMA SEKALI BAGAIMANA INI TIDAK ADA SOLUSI SAMA SEKALI;sudah mengisi link yang di kasi sampai saat ini belum ada tindakan sama sekali bagaimana ini tidak ada solusi sama sekali;sudah mengisi link yang di kasih sampai saat ini belum ada tindakan sama sekali bagaimana ini tidak ada solusi sama sekali;['sudah', 'mengisi', 'link', 'yang', 'di', 'kasih', 'sampai', 'saat', 'ini', 'belum', 'ada', 'tindakan', 'sama', 'sekali', 'bagaimana', 'ini', 'tidak', 'ada', 'solusi', 'sama', 'sekali'];['mengisi', 'link', 'kasih', 'tindakan', 'solusi'];isi link kasih tindak solusi;isi link kasih tindak solusi;7.0;Positif
2025-12-13 05:56:24;aplikasi sampah pemerintah cuma bisa ngehabisin dana buat korup aja ya? di update harusnya bagus malah lemot+erorr lawak. LOGIN PAKE PIN YG SAMA DI BUAT AJA MALAH GAK VALID DI GANTI PUN TETAP SAMA, AGAK RAGU SAMA HASILNYA SOALNYA YG DI CEK CUMA YG ADA KELUHAN UNTUK MCU, KATANYA UNTUK PENCEGAHAN DINI JUSTRU ITU YG KITA TIDK TAHU ITU HARUS DI CEK SEPERTI ASAM URAT + KREATININ SAMA UREUM LAH AKU CUMA ASAM URAT AJA YG DI CEK BAGAIMANA INI MUAK BANGET;aplikasi sampah pemerintah cuma bisa ngehabisin dana buat korup aja ya di update harusnya bagus malah lemoterorr lawak LOGIN PAKE PIN YG SAMA DI BUAT AJA MALAH GAK VALID DI GANTI PUN TETAP SAMA AGAK RAGU SAMA HASILNYA SOALNYA YG DI CEK CUMA YG ADA KELUHAN UNTUK MCU KATANYA UNTUK PENCEGAHAN DINI JUSTRU ITU YG KITA TIDK TAHU ITU HARUS DI CEK SEPERTI ASAM URAT KREATININ SAMA UREUM LAH AKU CUMA ASAM URAT AJA YG DI CEK BAGAIMANA INI MUAK BANGET;aplikasi sampah pemerintah cuma bisa ngehabisin dana buat korup aja ya di update harusnya bagus malah lemoterorr lawak login pake pin yg sama di buat aja malah gak valid di ganti pun tetap sama agak ragu sama hasilnya soalnya yg di cek cuma yg ada keluhan untuk mcu katanya untuk pencegahan dini justru itu yg kita tidk tahu itu harus di cek seperti asam urat kreatinin sama ureum lah aku cuma asam urat aja yg di cek bagaimana ini muak banget;aplikasi sampah pemerintah cuma bisa ngehabisin dana buat korup saja ya di update harusnya bagus malah lemoterorr lawak login pakai pin yang sama di buat saja malah tidak valid di ganti pun tetap sama agak ragu sama hasilnya soalnya yang di cek cuma yang ada keluhan untuk mcu katanya untuk pencegahan dini justru itu yang kita tidk tahu itu harus di cek seperti asam urat kreatinin sama ureum lah aku cuma asam urat saja yang di cek bagaimana ini muak banget;['aplikasi', 'sampah', 'pemerintah', 'cuma', 'bisa', 'ngehabisin', 'dana', 'buat', 'korup', 'saja', 'ya', 'di', 'update', 'harusnya', 'bagus', 'malah', 'lemoterorr', 'lawak', 'login', 'pakai', 'pin', 'yang', 'sama', 'di', 'buat', 'saja', 'malah', 'tidak', 'valid', 'di', 'ganti', 'pun', 'tetap', 'sama', 'agak', 'ragu', 'sama', 'hasilnya', 'soalnya', 'yang', 'di', 'cek', 'cuma', 'yang', 'ada', 'keluhan', 'untuk', 'mcu', 'katanya', 'untuk', 'pencegahan', 'dini', 'justru', 'itu', 'yang', 'kita', 'tidk', 'tahu', 'itu', 'harus', 'di', 'cek', 'seperti', 'asam', 'urat', 'kreatinin', 'sama', 'ureum', 'lah', 'aku', 'cuma', 'asam', 'urat', 'saja', 'yang', 'di', 'cek', 'bagaimana', 'ini', 'muak', 'banget'];['aplikasi', 'sampah', 'pemerintah', 'ngehabisin', 'dana', 'korup', 'ya', 'update', 'bagus', 'lemoterorr', 'lawak', 'login', 'pakai', 'pin', 'valid', 'ganti', 'ragu', 'hasilnya', 'cek', 'keluhan', 'mcu', 'pencegahan', 'tidk', 'cek', 'asam', 'urat', 'kreatinin', 'ureum', 'asam', 'urat', 'cek', 'muak', 'banget'];aplikasi sampah perintah ngehabisin dana korup ya update bagus lemoterorr lawak login pakai pin valid ganti ragu hasil cek keluh mcu cegah tidk cek asam urat kreatinin ureum asam urat cek muak banget;aplikasi sampah perintah ngehabisin dana korup ya update bagus lemoterorr lawak login pakai pin valid ganti ragu hasil cek keluh mcu cegah tidk cek asam urat kreatinin ureum asam urat cek muak banget;-18.0;Negatif
